N.,POKÉMON,SOURCE,SPAWN,RARITY,CONDITION,FORMS
#894,Regieleki,Cobblemon,Desert,Ultra-Rare,"Structure:
Split Decision Temple
(COBBLEVERSE)",Need Spark Relic
#895,Regidrago,Cobblemon,Desert,Ultra-Rare,"Structure: Split Decision Temple
(COBBLEVERSE)",Need Draco Relic
#896,Glastrier,"Mega
Showdown",Snowy Taiga,Ultra-Rare,"Structure: Crown Cemetery Spire
(COBBLEVERSE)",Need Iceroot carrots
#897,Spectrier,"Mega
Showdown",Old Growth Pine Taiga,Ultra-Rare,"Structure:
Crown Cemetery
(COBBLEVERSE)",Need Shaderoot carrot
#898,Calyrex,"Mega
Showdown","Old Growth Pine Taiga, Snowy Taiga",Ultra-Rare,"Structure: Crown Cemetery or Crown Spire
(COBBLEVERSE)",Need Calyrex Crown
#899,Wyrdeer,Cobblemon,"Snowy Taiga, Snowy Plains, Snowy Slopes",Common,,
#900,Kleavor,Cobblemon,"Forest, Birch Forest, Flower Forest, Dark Forest, Windswept Hills, Meadow",Rare,Day,
#901,Ursaluna,ATM x MSD,"Forest, Birch Forest, Dark Forest, Flower Forest, aiga, Old Growth Pine Taiga, Snowy Taiga, Meadow,
Jagged Peaks, Stony Peaks",Common,MinY=48,Bloodmoon form spawns in All Forest biomes during the night
#902,Basculegion,Cobblemon,River,Common,"Moon Phase:
0 🌕
4 🌑","Also by fishing in Jagged Peaks, Frozen Peaks, Stony Peaks, Snowy Slopes, Windswept Hills, Windswept Gravelly Hills,Plains, Sunflower Plains, Meadow,Savanna, Savanna Plateau, Windswept Savanna,Jungle, Sparse Jungle, Bamboo Jungle"
#903,Sneasler,Cobblemon,"Jagged Peaks, Frozen Peaks, Stony Peaks, Snowy Slopes, Windswept Hills",Uncommon,,
#904,Overqwil,Cobblemon,"Cold Ocean, Frozen Ocean, Deep Cold Ocean, Deep Frozen Ocean",Uncommon,Also by fishing in same biomes,
#905,Enamorus,"Mega
Showdown","Meadow, Grove, Snowy Slopes,
Jagged Peaks, Frozen Peaks, Stony Peaks",Ultra-Rare,During a Thunderstorm,
#906,Sprigatito,Cobblemon,"Sunflower Plains, Meadow, Flower Forest, Cherry Grove",Ultra-Rare,,
#907,Floragato,Cobblemon,"Sunflower Plains, Meadow, Flower Forest, Cherry Grove",Ultra-Rare,,
#908,Meowscarada,Cobblemon,"Sunflower Plains, Meadow, Flower Forest, Cherry Grove",Ultra-Rare,,
#909,Fuecoco,Cobblemon,"Badlands, Eroded Badlands, Wooded Badlands, Nether Wastes",Ultra-Rare,,
#910,Crocalor,Cobblemon,"Badlands, Eroded Badlands, Wooded Badlands, Nether Wastes",Ultra-Rare,,
#911,Skeledirge,Cobblemon,"Badlands, Eroded Badlands, Wooded Badlands, Nether Wastes",Ultra-Rare,,
#912,Quaxly,Cobblemon,"Plains, Sunflower Plains, Meadow, Forest, Birch Forest, Old Growth Birch Forest, Flower Forest, River",Ultra-Rare,Also by fishing in All Jungle biomes,
#913,Quaxwell,Cobblemon,"Plains, Sunflower Plains, Meadow, Forest, Birch Forest, Old Growth Birch Forest, Flower Forest, River",Ultra-Rare,Also by fishing in All Jungle biomes,
#914,Quaquaval,Cobblemon,"Plains, Sunflower Plains, Meadow, Forest, Birch Forest, Old Growth Birch Forest, Flower Forest, River",Ultra-Rare,Also by fishing in All Jungle biomes,
#915,Lechonk,Cobblemon,"Plains, Sunflower Plains, Flower Forest, Dark Forest, Birch Forest. Swamp, Mangrove Swamp, Meadow",Common,,
#916,Oinkologne,Cobblemon,"Plains, Sunflower Plains, Flower Forest, Dark Forest, Birch Forest. Swamp, Mangrove Swamp, Meadow",Common,,
#917,Tarountula,CavsCobbleMons,"Oak Forest, Birch Forest, Flower Forest, dark Forest, Swamp, Mangrove Swamp. Jungle",Common,,
#918,Spidops,CavsCobbleMons,"Oak Forest, Birch Forest, Flower Forest, dark Forest, Swamp, Mangrove Swamp, Jungle",Uncommon,,
#919,Nymble,ATM x MSD,"Savanna, Savanna Plateau, Badlands",Common,,
#920,Lokix,ATM x MSD,"Savanna, Savanna Plateau, Badlands",Rare,,
#921,Pawmi,LackingMons,"Plains, Sunflower Plains",Uncommon,,
#922,Pawmo,LackingMons,"Plains, Sunflower Plains",Uncommon,,
#923,Pawmot,LackingMons,"Plains, Sunflower Plains",Rare,,
#924,Tandemaus,Cobblemon,"Plains, Sunflower Plains, Forest, Flower Forest, Birch Forest, Old Growth Birch Forest, Dark Forest Hills, Meadow, Swamp, Mangrove Swamp",Common,,
#925,Maushold,Cobblemon,"Plains, Sunflower Plains, Forest, Flower Forest, Birch Forest, Old Growth Birch Forest, Dark Forest Hills, Meadow, Swamp, Mangrove Swamp",Common,,
#926,Fidough,Cobblemon,All Overworld biomes,Common,Also in minecraft villages,
#927,Dachsbun,Cobblemon,All Overworld biomes,Common,Also in minecraft villages,
#928,Smoliv,ATM x MSD,"Plains, Sunflower Plains, Meadow, Grove, Savanna, Savanna Plateau, Windswept Savanna",Common,,
#929,Dolliv,ATM x MSD,"Plains, Sunflower Plains, Meadow, Grove, Savanna, Savanna Plateau, Windswept Savanna",Common,,
#930,Arboliva,ATM x MSD,"Plains, Sunflower Plains, Meadow, Grove, Savanna, Savanna Plateau, Windswept Savanna",Uncommon,,
#931,Squawkabilly,Cobblemon,"Jungle, Sparse Jungle, Bamboo Jungle, Savanna, Savanna Plateau, Windswept Savanna",Common,"Day, Weather clear",
#932,Nacli,Cobblemon,"Badlands, Eroded Badland, Wooded Badlands",Common,Day,
#933,Naclstack,Cobblemon,"Badlands, Eroded Badland, Wooded Badlands",Common,Day,
#934,Garganacl,Cobblemon,"Badlands, Eroded Badland, Wooded Badlands",Common,,
#935,Charcadet,Cobblemon,"Nether Wastes, Crimson Forest, Warped Forest, Soul Sand Valley,Basalt Deltas",Uncommon,Also in Ruined Portal (Overworld),
#936,Armarouge,Cobblemon,"Nether Wastes, Crimson Forest, Warped Forest, Soul Sand Valley,Basalt Deltas",Rare,Also in Ruined Portal (Overworld),
#937,Ceruledge,Cobblemon,"Nether Wastes, Crimson Forest, Warped Forest, Soul Sand Valley,Basalt Deltas",Rare,Also in Ruined Portal (Overworld),
#938,Tadbulb,Cobblemon,"Savanna, Savanna Plateau, River",Common,Storm,
#939,Bellibolt,Cobblemon,"Savanna, Savanna Plateau, River",Common,Storm,
#940,Wattrel,Cobblemon,"All Ocean biomes, Beach, Stony Shore, Mushroom Fields",Common,Storm,
#941,Kilowattrel,Cobblemon,"All Ocean biomes, Beach, Stony Shore, Mushroom Fields",Common,Storm,
#942,Maschiff,Cobblemon,All Overworld biomes,Common,More common in minecraft villages,
#943,Mabosstiff,Cobblemon,All Overworld biomes,Common,More common in minecraft villages,
#944,Shroodle,Cobblemon,"Jungle, Sparse Jungle, Bamboo Jungle",Common,Night,
#945,Grafaiai,Cobblemon,"Jungle, Sparse Jungle, Bamboo Jungle",Common,Night,
#946,Bramblin,Cobblemon,"Desert, Badlands",Common,,
#947,Brambleghast,Cobblemon,"Desert, Badlands",Common,,
#948,Toedscool,ATM x MSD,"Savanna, Savanna Plateau, Crimson Forest",Common,,
#949,Toedscruel,ATM x MSD,"Savanna, Savanna Plateau, Crimson Forest",Uncommon,,
#950,Klawf,Cobblemon,"Badlands, Eroded Badland, Wooded Badlands",Uncommon,,
#951,Capsakid,Cobblemon,"Desert, Badlands, Crimson Forest, Warped Forest, Savanna, Savanna Plateau",Common,,
#952,Scovillain,Cobblemon,"Desert, Badlands, Crimson Forest, Warped Forest, Savanna, Savanna Plateau",Common,,
#953,Rellor,MysticMons,"Savanna, Savanna Plateau, Badlands, Desert",Common,,
#954,Rabsca,MysticMons,"Savanna, Savanna Plateau, Badlands, Desert",Common,,
#955,Flittle,Cobblemon,"Savanna, Savanna Plateau, Badlands, Desert",Uncommon,,
#956,Espathra,Cobblemon,"Savanna, Savanna Plateau, Badlands, Desert",Uncommon,,
#957,Tinkatink,Cobblemon,All Overworld biomes,Common,Only in Cobblemon Ruins,
#958,Tinkatuff,Cobblemon,All Overworld biomes,Common,Only in Cobblemon Ruins,
#959,Tinkaton,Cobblemon,All Overworld biomes,Common,Only in Cobblemon Ruins,
#960,Wiglett,Cobblemon,"Beach, Lukewarm Ocean, Deep Lukewarm Ocean Warm Ocean",Common,,
#961,Wugtrio,Cobblemon,"Beach, Lukewarm Ocean, Deep Lukewarm Ocean Warm Ocean",Common,,
#962,Bombirdier,ATM x MSD,"River, Beach",Uncommon,,
#963,Finizen,Cobblemon,All Ocean biomes,Common,Also by fishing,
#964,Palafin,Cobblemon,All Ocean biomes,Common,Also by fishing in same biomes,"Hero-form: Switch Palafin out (do not let it faint)
Send Palafin back into battle."
#965,Varoom,Cobblemon,"Badlands, Eroded Badlands, Wooded Badlands",Uncommon,,
#966,Revavroom,Cobblemon,"Badlands, Eroded Badlands, Wooded Badlands",Uncommon,,
#967,Cyclizar,Cobblemon,"Badlands, Eroded Badlands, Wooded Badlands, Savanna, Savanna Plateau, Plains, Sunflower Plains",Rare,,
#968,Orthworm,Cobblemon,"Badlands, Eroded Badlands, Wooded Badlands",Uncommon,,
#969,Glimmet,Cobblemon,Caves,Common,Amethyst geode,
#970,Glimmora,Cobblemon,Caves,Common,Amethyst geode,
#971,Greavard,ATM x MSD,Dark Forest,Rare,Night,
#972,Houndstone,ATM x MSD,Dark Forest,Rare,Night,
#973,Flamigo,Cobblemon,"Jungle, Savanna, Savanna Plateau, Swamp,
Mangrove Swamp",Common,,
#974,Cetoddle,Cobblemon,"Frozen Ocean, Frozen Peaks, Ice Spikes, Snowy Plains, Snowy Taiga, Snowy Slopes",Uncommon,,
#975,Cetitan,Cobblemon,"Frozen Ocean, Frozen Peaks, Ice Spikes, Snowy Plains, Snowy Taiga, Snowy Slopes",Uncommon,,
#976,Veluza,Cobblemon,All Ocean biomes,Uncommon,Also by fishing in same biomes,
#977,Dondozo,Cobblemon,"Swamp, Mangrove Swamp,",Rare,"Also by fishing in Jungle, Sparse Jungle, Forest, Flower Forest, Birch Forest, Dark Forest",
#978,Tatsugiri,Cobblemon,"Swamp, Mangrove Swamp",Rare,"Also by fishing in Jungle, Sparse Jungle, Forest, Flower Forest, Birch Forest, Dark Forest",
#979,Annihilape,Cobblemon,"Windswept Hills, Windswept Gravelly Hills, Jungle",Common,,
#980,Clodsire,Cobblemon,"Savanna, Savanna Plateau",Common,"Also by fishing in Desert, Badlands",
#981,Farigiraf,Cobblemon,"Savanna, Savanna Plateau",Common,,
#982,Dudunsparce,Cobblemon,Caves except Deep Dark,Uncommon,,
#983,Kingambit,"Hydro
Reanimodel",Bamboo Jungle,Ultra-Rare,Bisharp must defeat 3 Bisharp in a row without ever fainting.,
#984,Great Tusk,ATM x MSD,"Savanna, Savanna Plateau, Badlands, Desert",Rare,,
#985,Scream Tail,ATM x MSD,"Cherry Grove, Flower Forest, Meadow, Sunflower Plains",Rare,During the Rain,
#986,Brute Bonnet,ATM x MSD,"Jungle, Sparse Jungle, Bamboo Jungle",Rare,,
#987,Flutter Mane,MissingMons,"Dark Forest, Deep Dark",Rare,Night,
#988,Slither Wing,ATM x MSD,"Jungle, Crimson Forest",Rare,,
#989,Sandy Shocks,ATM x MSD,"Badlands, Desert, Savanna",Rare,,
#990,Iron Treads,ATM x MSD,"Badlands, Desert, Meadow, Grove, Snowy Slopes,
Jagged Peaks, Frozen Peaks, Stony Peaks",Rare,,
#991,Iron Bundle,ATM x MSD,"Frozen Peaks, Ice Spikes, Ice Spikes, Snowy Plains, Frozen River, Jagged Peaks, Snowy Beach, Snowy Plains, Snowy Slopes",Rare,,
#992,Iron Hands,Planeta,Desert,Rare,Night,
#993,Iron Jugulis,Planeta,"Meadow, Grove, Snowy Slopes,
Jagged Peaks, Frozen Peaks, Stony Peaks",Rare,Night,
#994,Iron Moth,ATM x MSD,"Windswept Hills, Windswept Gravelly Hills",Rare,Day,
#995,Iron Thorns,ATM x MSD,"Meadow, Grove, Snowy Slopes,
Jagged Peaks, Frozen Peaks, Stony Peaks",Rare,,
#996,Frigibax,ATM x MSD,"Frozen Peaks,
Ice Spikes,
Frostfire Caves,
Frozen Cliffs",Rare,,
#997,Arctibax,ATM x MSD,"Frozen Peaks,
Ice Spikes,
Frostfire Caves,
Frozen Cliffss",Rare,,
#998,Baxcalibur,ATM x MSD,"Frozen Peaks,
Ice Spikes,
Frostfire Caves,
Frozen Cliffs",Ultra-Rare,,
#999,Gimmighoul,Cobblemon,All Overworld biomes,Common,"Only in Cobblemon ruins and
Gimmighoul Towers",
#1000,Gholdengo,Cobblemon,,,"Gimmighoul evolves when at least
1000 Gimmighoul Coins are present in the inventory",
#1001,Wo-Chien,CavsCobbleMons,Mangrove Swamp,Ultra-Rare,,
#1002,Chien-Pao,ATM x MSD,"Frozen River, Jagged Peaks, Snowy Beach, Snowy Plains",Ultra-Rare,,
#1003,Ting-Lu,CavsCobbleMons,Dark Forest,Ultra-Rare,,
#1004,Chi-Yu,CavsCobbleMons,Basalt Deltas,Ultra-Rare,,
#1005,Roaring Moon,ATM x MSD,"Meadow, Grove, Snowy Slopes,
Jagged Peaks, Frozen Peaks, Stony Peaks",Ultra-Rare,Night,
#1006,Iron Valiant,ATM x MSD,All Plains biomes,Rare,Storm,
#1007,Koraidon,Mega Showdown,Beach,Ultra-Rare,,
#1008,Miraidon,Mega Showdown,Beach,Ultra-Rare,,
#1009,Walking Wake,Cobblemon,"Meadow, Grove, Snowy Slopes,
Jagged Peaks, Frozen Peaks, Stony Peaks",Ultra-Rare,Rain,
#1010,Iron Leaves,Cobblemon,All Forest biomes,Ultra-Rare,Night,
#1011,Dipplin,ATM x MSD,"Blooming Plateau, Blooming Valley,
Lavender Forest,
Lavender Valley,
Sakura Grove,
Sakura Valley, Cherry Grove, Flower Forest, Meadow, Sunflower Plains",Rare,"Day, Weather Clear",
#1012,Poltchageist,Cobblemon,"Counterfeit Form: Desert, Badlands, Bamboo Jungle, Cherry Grove, Jungle, Forest, Flower Forest, Birch Forest, Dark Forest

Artisan Form: Desert, Badlands, Bamboo Jungle, Cherry Grove, Jungle, Forest, Flower Forest, Birch Forest, Dark Forest",Uncommon,"MinY=62, only in minecraft villages",
#1013,Sinistcha,Cobblemon,"Unremarkable Form: Desert, Badlands, Bamboo Jungle, Cherry Grove, Jungle, Forest, Flower Forest, Birch Forest, Dark Forest

Masterpiece Form: Desert, Badlands, Bamboo Jungle, Cherry Grove, Jungle, Forest, Flower Forest, Birch Forest, Dark Forest",Uncommon,"MinY=62, only in minecraft villages",
#1014,Okidogi,ATM x MSD,"Savanna, Savanna Plateau",Ultra-Rare,,
#1015,Munkidori,ATM x MSD,"Jungle, Sparse Jungle, Bamboo Jungle",Ultra-Rare,,
#1016,Fezandipiti,ATM x MSD,"Frozen Peaks, Jagged Peaks, Snowy Slopes",Ultra-Rare,,
#1017,Ogerpon,Mega Showdown,Lush Caves,Ultra-Rare,,
#1018,Archaludon,ATM x MSD,"Frozen Peaks, Ice Spikes, Frostfire Caves, Frozen Cliffs, Glacial Chasm",Ultra-Rare,,
#1019,Hydrapple,ATM x MSD,"Blooming Plateau, Blooming Valley,
Lavender Forest,
Lavender Valley,
Sakura Grove,
Sakura Valley, Cherry Grove, Flower Forest, Sunflower Plains",Ultra-Rare,"Day, Weather Clear",
#1020,Gouging Fire,ATM x MSD,Basalt Deltas,Ultra-Rare,,
#1021,Raging Bolt,ATM x MSD,"Savanna, Savanna Plateau, Desert, Badlands",Ultra-Rare,,
#1022,Iron Boulder,Planeta,Dark Forest,Ultra-Rare,Night,
#1023,Iron Crown,ATM x MSD,Lush Caves,Ultra-Rare,Night,
#1024,Terapagos,Mega Showdown,Caves (MaxY=0),Ultra-Rare,Amethyst Geode,
#1025,Pecharunt,ATM x MSD,Dark Forest,Ultra-Rare,,
